,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
497,1990,19,Michigan State,22,17,,Southern California,21,16
498,1990,20,Clemson,14,30,,Illinois,16,0
499,1990,20,Colorado,1,10,,Notre Dame,5,9
500,1990,20,Georgia Tech,2,45,,Nebraska,19,21
501,1990,20,Louisville,18,34,,Alabama,25,7
502,1990,20,Miami (FL),4,46,,Texas,3,3
503,1990,20,Michigan,12,35,,Mississippi,15,3
504,1990,20,Tennessee,10,23,,Virginia,1000,22
505,1990,20,Washington,8,46,,Iowa,17,34
506,1991,1,Penn State,7,34,,Georgia Tech,8,22
507,1991,1,Florida State,1,44,,Brigham Young,19,28
508,1991,1,Auburn,17,32,,Georgia Southern,1000,17
509,1991,1,Houston,12,73,,Louisiana Tech,1000,3
510,1991,1,Miami (FL),3,31,@,Arkansas,1000,3
511,1991,1,Memphis,1000,24,@,Southern California,16,10
512,1991,2,Tennessee,11,28,@,Louisville,1000,11
513,1991,2,Alabama,20,41,,Temple,1000,3
514,1991,2,Clemson,8,34,,Appalachian State,1000,0
515,1991,2,Colorado,12,30,,Wyoming,1000,13
516,1991,2,Florida,6,59,,San Jose State,1000,21
517,1991,2,Florida State,1,38,,Tulane,1000,11
518,1991,2,Iowa,15,53,,Hawaii,1000,10
519,1991,2,Michigan,2,35,@,Boston College,1000,13
520,1991,2,Mississippi State,1000,13,,Texas,13,6
521,1991,2,Nebraska,14,59,,Utah State,1000,28
522,1991,2,Notre Dame,7,49,,Indiana,1000,27
523,1991,2,Ohio State,22,38,,Arizona,1000,14
524,1991,2,Penn State,5,81,,Cincinnati,1000,0
525,1991,2,Syracuse,24,37,,Vanderbilt,1000,10
526,1991,2,UCLA,23,27,,Brigham Young,25,23
527,1991,2,Washington,4,42,@,Stanford,1000,7
528,1991,3,Miami (FL),2,40,,Houston,10,10
529,1991,3,Auburn,15,23,,Mississippi,1000,13
530,1991,3,Baylor,23,16,@,Colorado,12,14
531,1991,3,Central Michigan,1000,20,@,Michigan State,18,3
532,1991,3,Florida,6,35,,Alabama,16,0
533,1991,3,Florida State,1,58,,Western Michigan,1000,0
534,1991,3,Georgia Tech,17,30,@,Boston College,1000,14
535,1991,3,Iowa,14,29,@,Iowa State,1000,10
536,1991,3,Michigan,3,24,,Notre Dame,7,14
537,1991,3,Mississippi State,25,48,,Tulane,1000,0
538,1991,3,Nebraska,13,71,,Colorado State,1000,14
539,1991,3,Ohio State,19,23,,Louisville,1000,15
540,1991,3,Oklahoma,9,40,,North Texas,1000,2
541,1991,3,Pittsburgh,24,26,,Temple,1000,7
542,1991,3,Southern California,1000,21,,Penn State,5,10
543,1991,3,Syracuse,22,31,@,Maryland,1000,17
544,1991,3,Tennessee,11,30,,UCLA,21,16
545,1991,3,Texas A&M,20,45,,Louisiana State,1000,7
546,1991,4,Georgia Tech,17,24,,Virginia,1000,21
547,1991,4,Alabama,1000,10,,Georgia,25,0
548,1991,4,Arizona State,1000,32,@,Southern California,22,25
549,1991,4,Auburn,13,14,@,Texas,1000,10
550,1991,4,Baylor,14,47,,Missouri,1000,21
551,1991,4,California,24,23,@,Arizona,1000,21
552,1991,4,Clemson,8,37,,Temple,1000,7
553,1991,4,Colorado,19,58,,Minnesota,1000,0
554,1991,4,Illinois,1000,51,,Houston,21,10
555,1991,4,Notre Dame,11,49,,Michigan State,1000,10
556,1991,4,Ohio State,16,33,,Washington State,1000,19
557,1991,4,Oklahoma,7,55,,Utah State,1000,21
558,1991,4,Penn State,12,33,,Brigham Young,1000,7
559,1991,4,Syracuse,18,38,,Florida,5,21
560,1991,4,Tennessee,6,26,,Mississippi State,23,24
561,1991,4,Tulsa,1000,35,,Texas A&M,15,34
562,1991,4,Washington,4,36,@,Nebraska,9,21
563,1991,5,Alabama,22,48,@,Vanderbilt,1000,17
564,1991,5,Baylor,12,45,@,Southern Methodist,1000,7
565,1991,5,Clemson,7,9,,Georgia Tech,19,7
566,1991,5,Florida,14,29,,Mississippi State,21,7
567,1991,5,Florida State,1,51,@,Michigan,3,31
568,1991,5,Iowa,9,58,,Northern Illinois,1000,7
569,1991,5,Miami (FL),2,34,@,Tulsa,1000,10
570,1991,5,Nebraska,16,18,@,Arizona State,24,9
571,1991,5,North Carolina State,1000,24,,North Carolina,23,7
572,1991,5,Notre Dame,8,45,@,Purdue,1000,20
573,1991,5,Oklahoma,6,27,,Virginia Tech,1000,17
574,1991,5,Penn State,10,28,,Boston College,1000,21
575,1991,5,Pittsburgh,18,14,@,Minnesota,1000,13
576,1991,5,Stanford,1000,28,,Colorado,17,21
577,1991,5,Syracuse,10,24,@,Tulane,1000,0
578,1991,5,Tennessee,5,30,,Auburn,13,21
579,1991,5,Washington,4,56,,Kansas State,1000,3
580,1991,6,Alabama,20,53,,Chattanooga,1000,7
581,1991,6,Baylor,11,38,@,Houston,1000,21
582,1991,6,California,18,27,@,UCLA,24,24
583,1991,6,Florida,13,16,@,Louisiana State,1000,0
584,1991,6,Florida State,1,46,,Syracuse,10,14
585,1991,6,Georgia,1000,27,,Clemson,6,12
586,1991,6,Illinois,22,24,,Minnesota,1000,3
587,1991,6,Miami (FL),2,40,,Oklahoma State,1000,3
588,1991,6,Michigan,7,43,@,Iowa,9,24
589,1991,6,North Carolina State,19,28,,Georgia Tech,21,21
590,1991,6,Notre Dame,8,42,@,Stanford,1000,26
591,1991,6,Ohio State,14,31,,Wisconsin,1000,16
592,1991,6,Oklahoma,5,29,@,Iowa State,1000,8
593,1991,6,Penn State,12,24,@,Temple,1000,7
594,1991,6,Pittsburgh,17,24,,Maryland,1000,20
595,1991,6,Southern Mississippi,1000,10,@,Auburn,16,9
596,1991,6,Texas A&M,23,37,@,Texas Tech,1000,14
597,1991,6,Washington,3,54,,Arizona,1000,0
598,1991,7,Alabama,19,62,,Tulane,1000,0
599,1991,7,Auburn,24,24,@,Vanderbilt,1000,22
600,1991,7,California,13,45,,Oregon,1000,7
601,1991,7,Colorado,25,55,,Missouri,1000,7
602,1991,7,East Carolina,1000,23,@,Syracuse,15,20
603,1991,7,Florida,10,35,,Tennessee,4,18
604,1991,7,Florida State,1,33,,Virginia Tech,1000,20
605,1991,7,Georgia,22,37,@,Mississippi,23,17
606,1991,7,Illinois,20,10,,Ohio State,11,7
607,1991,7,Iowa,17,10,@,Wisconsin,1000,6
608,1991,7,Miami (FL),2,26,,Penn State,9,20
609,1991,7,Michigan,5,45,@,Michigan State,1000,28
610,1991,7,Nebraska,14,49,@,Oklahoma State,1000,15
611,1991,7,Notre Dame,7,42,,Pittsburgh,12,7
612,1991,7,Rice,1000,20,@,Baylor,8,17
613,1991,7,Texas,1000,10,,Oklahoma,6,7
615,1991,7,Washington,3,48,,Toledo,1000,0
616,1991,8,Alabama,14,24,,Tennessee,8,19
617,1991,8,Colorado,22,34,@,Oklahoma,12,17
618,1991,8,Florida,6,41,,Northern Illinois,1000,10
619,1991,8,Florida State,1,39,,Middle Tennessee State,1000,10
620,1991,8,Iowa,15,24,,Illinois,13,21
621,1991,8,Miami (FL),2,55,,Long Beach State,1000,0
622,1991,8,Michigan,4,24,,Indiana,1000,16
623,1991,8,Nebraska,9,38,,Kansas State,1000,31
624,1991,8,North Carolina State,11,15,,Marshall,1000,14
625,1991,8,Notre Dame,5,28,@,Air Force,1000,15
626,1991,8,Ohio State,18,34,,Northwestern,1000,3
627,1991,8,Penn State,10,37,,Rutgers,1000,17
628,1991,8,Syracuse,24,31,@,Pittsburgh,20,27
629,1991,8,Texas A&M,19,34,@,Baylor,16,12
630,1991,8,Vanderbilt,1000,27,,Georgia,17,25
631,1991,8,Washington,3,24,@,California,7,17
632,1991,8,Washington State,1000,17,@,Arizona State,25,3
633,1991,9,Michigan,4,52,@,Minnesota,1000,6
634,1991,9,Baylor,22,26,,Texas Christian,1000,9
635,1991,9,California,10,41,,San Jose State,1000,20
636,1991,9,Clemson,19,29,,North Carolina State,12,19
637,1991,9,Colorado,16,10,@,Kansas State,1000,0
638,1991,9,East Carolina,20,24,,Pittsburgh,23,23
639,1991,9,Florida State,1,27,@,Louisiana State,1000,16
640,1991,9,Georgia,24,49,,Kentucky,1000,27
641,1991,9,Iowa,11,31,@,Purdue,1000,21
642,1991,9,Miami (FL),2,36,@,Arizona,1000,9
643,1991,9,Nebraska,9,63,,Missouri,1000,6
644,1991,9,Northwestern,1000,17,,Illinois,17,11
645,1991,9,Notre Dame,5,24,,Southern California,1000,20
646,1991,9,Ohio State,14,27,,Michigan State,1000,17
647,1991,9,Oklahoma,21,41,,Kansas,1000,3
648,1991,9,Penn State,8,51,,West Virginia,1000,6
649,1991,9,Syracuse,18,21,@,Rutgers,1000,7
650,1991,9,Texas A&M,13,27,,Houston,1000,18
651,1991,9,Washington,3,29,,Oregon,1000,7
652,1991,10,Alabama,7,13,,Mississippi State,1000,7
653,1991,10,Baylor,21,9,@,Arkansas,24,5
654,1991,10,California,10,52,,Southern California,1000,30
655,1991,10,Clemson,16,28,,Wake Forest,1000,10
656,1991,10,East Carolina,17,38,,Tulane,1000,28
657,1991,10,Florida,6,31,@,Auburn,1000,10
658,1991,10,Florida State,1,40,@,Louisville,1000,15
659,1991,10,Iowa,11,16,@,Ohio State,13,9
660,1991,10,Michigan,4,42,,Purdue,1000,0
662,1991,10,North Carolina State,19,38,@,South Carolina,1000,21
663,1991,10,Notre Dame,5,38,,Navy,1000,0
664,1991,10,Oklahoma,20,28,,Kansas State,1000,7
665,1991,10,Syracuse,18,27,,Temple,1000,6
666,1991,10,Tennessee,14,52,,Memphis,1000,24
667,1991,10,Texas A&M,12,38,@,Rice,1000,21
668,1991,10,UCLA,23,44,,Washington State,1000,3
669,1991,10,Utah State,1000,20,,Fresno State,25,19
670,1991,10,Washington,3,44,,Arizona State,1000,16
671,1991,11,Alabama,8,20,@,Louisiana State,1000,17
672,1991,11,California,7,27,@,Oregon State,1000,14
673,1991,11,Clemson,15,21,@,North Carolina,1000,6
674,1991,11,Colorado,14,16,@,Oklahoma State,1000,12
675,1991,11,East Carolina,16,48,@,Southern Mississippi,1000,20
676,1991,11,Florida,6,45,,Georgia,23,13
677,1991,11,Florida State,1,38,,South Carolina,1000,10
678,1991,11,Iowa,10,38,,Indiana,25,21
679,1991,11,Miami (FL),2,27,,West Virginia,1000,3
680,1991,11,Michigan,4,59,,Northwestern,1000,14
681,1991,11,Nebraska,11,59,@,Kansas,1000,23
682,1991,11,Ohio State,19,35,@,Minnesota,1000,6
683,1991,11,Oklahoma,20,56,@,Missouri,1000,16
684,1991,11,Penn State,9,47,@,Maryland,1000,7
685,1991,11,Stanford,1000,27,,UCLA,22,10
686,1991,11,Tennessee,13,35,@,Notre Dame,5,34
687,1991,11,Texas A&M,12,44,@,Texas Christian,1000,7
688,1991,11,Virginia,24,42,@,North Carolina State,18,10
689,1991,11,Washington,2,14,@,Southern California,1000,3
690,1991,12,Alabama,7,10,@,Memphis,1000,7
692,1991,12,California,6,25,,Arizona State,1000,6
693,1991,12,Clemson,15,40,,Maryland,1000,7
694,1991,12,Colorado,16,30,,Kansas,1000,24
695,1991,12,East Carolina,14,24,@,Virginia Tech,1000,17
696,1991,12,Florida,5,35,,Kentucky,1000,26
697,1991,12,Iowa,9,24,@,Northwestern,1000,10
698,1991,12,Miami (FL),2,17,@,Florida State,1,16
699,1991,12,Michigan,4,20,@,Illinois,25,0
700,1991,12,Nebraska,11,38,,Iowa State,1000,13
701,1991,12,North Carolina State,24,32,@,Duke,1000,31
702,1991,12,Ohio State,19,20,,Indiana,1000,16
703,1991,12,Oklahoma,18,21,,Oklahoma State,1000,6
704,1991,12,Penn State,8,35,,Notre Dame,12,13
705,1991,12,Stanford,22,49,@,Washington State,1000,14
706,1991,12,Syracuse,17,38,,Boston College,1000,16
707,1991,12,Tennessee,10,36,,Mississippi,1000,25
708,1991,12,Texas A&M,13,13,,Arkansas,1000,3
709,1991,12,Texas Tech,1000,31,@,Baylor,20,24
710,1991,12,Washington,3,58,@,Oregon State,1000,6
711,1991,13,Clemson,14,41,@,South Carolina,1000,24
712,1991,13,Colorado,15,17,@,Iowa State,1000,14
713,1991,13,East Carolina,13,30,@,Cincinnati,1000,19
714,1991,13,Iowa,9,23,,Minnesota,1000,8
715,1991,13,Miami (FL),1,19,@,Boston College,1000,14
716,1991,13,Michigan,4,31,,Ohio State,18,3
717,1991,13,North Carolina State,22,20,,Maryland,1000,17
718,1991,13,Stanford,21,38,,California,6,21
719,1991,13,Syracuse,16,16,,West Virginia,1000,10
720,1991,13,Tennessee,10,16,@,Kentucky,1000,7
721,1991,13,Texas A&M,12,65,,Southern Methodist,1000,6
722,1991,13,Tulsa,23,45,,Ohio,1000,13
723,1991,13,UCLA,25,24,@,Southern California,1000,21
724,1991,13,Virginia,20,38,,Virginia Tech,1000,0
725,1991,13,Washington,2,56,,Washington State,1000,21
726,1991,14,Penn State,6,32,@,Pittsburgh,1000,20
727,1991,14,Texas A&M,10,31,,Texas,1000,14
728,1991,14,Nebraska,11,19,,Oklahoma,19,14
729,1991,14,Alabama,8,13,,Auburn,1000,6
730,1991,14,Clemson,13,33,,Duke,1000,21
731,1991,14,Florida,5,14,,Florida State,3,9
732,1991,14,Georgia,25,18,@,Georgia Tech,1000,15
733,1991,14,Miami (FL),1,39,,San Diego State,1000,12
734,1991,14,Notre Dame,18,48,@,Hawaii,1000,42
735,1991,14,Tennessee,9,45,,Vanderbilt,1000,0
736,1991,14,Tulsa,22,31,@,Southern Methodist,1000,26
737,1991,17,Georgia Tech,1000,18,,Stanford,17,17
738,1991,17,Alabama,8,30,,Colorado,15,25
739,1991,17,Georgia,24,24,,Arkansas,1000,15
740,1991,17,Oklahoma,20,48,,Virginia,19,14
742,1991,18,Tulsa,23,28,,San Diego State,1000,17
743,1991,19,UCLA,22,6,,Illinois,1000,3
744,1991,19,California,14,37,,Clemson,13,13
745,1991,19,East Carolina,12,37,,North Carolina State,21,34
746,1991,19,Florida State,5,10,,Texas A&M,9,2
747,1991,19,Miami (FL),1,22,,Nebraska,11,0
748,1991,19,Notre Dame,18,39,,Florida,3,28
749,1991,19,Penn State,6,42,,Tennessee,10,17
750,1991,19,Syracuse,16,24,,Ohio State,25,17
751,1991,19,Washington,2,34,,Michigan,4,14
752,1992,1,Texas A&M,7,10,,Stanford,17,7
753,1992,1,North Carolina State,1000,24,,Iowa,16,14
754,1992,2,Oklahoma,15,34,@,Texas Tech,1000,9
755,1992,2,Alabama,9,25,,Vanderbilt,1000,8
756,1992,2,California,19,46,,San Jose State,1000,16
757,1992,2,Clemson,13,24,,Ball State,1000,10
758,1992,2,Colorado,12,37,,Colorado State,1000,17
759,1992,2,Florida State,4,48,,Duke,1000,21
760,1992,2,Georgia,14,28,@,South Carolina,1000,6
761,1992,2,Miami (FL),1,24,@,Iowa,23,7
762,1992,2,Mississippi State,21,28,@,Texas,1000,10
763,1992,2,Nebraska,11,49,,Utah,1000,22
764,1992,2,North Carolina State,18,35,,Appalachian State,1000,10
765,1992,2,Notre Dame,3,42,@,Northwestern,1000,7
766,1992,2,Ohio State,17,20,,Louisville,1000,19
767,1992,2,Penn State,8,24,@,Cincinnati,1000,20
768,1992,2,Syracuse,10,42,@,East Carolina,1000,21
769,1992,2,Tennessee,22,38,,Louisiana,1000,3
770,1992,2,Texas A&M,7,31,@,Louisiana State,1000,22
771,1992,2,Virginia,25,28,,Maryland,1000,15
772,1992,2,Washington,2,31,@,Arizona State,1000,7
773,1992,3,San Diego State,1000,45,@,Brigham Young,25,38
774,1992,3,Alabama,8,17,,Southern Mississippi,1000,10
775,1992,3,Colorado,12,57,@,Baylor,1000,38
776,1992,3,Florida,4,35,,Kentucky,1000,19
777,1992,3,Florida State,5,24,@,Clemson,15,20
778,1992,3,Georgia Tech,24,37,,Western Carolina,1000,19
779,1992,3,Louisiana State,1000,24,,Mississippi State,18,3
781,1992,3,Nebraska,11,48,,Middle Tennessee State,1000,7
782,1992,3,North Carolina State,19,14,@,Maryland,1000,10
783,1992,3,Ohio State,22,17,,Bowling Green State,1000,6
784,1992,3,Oklahoma,13,61,,Arkansas State,1000,0
785,1992,3,Penn State,10,49,,Temple,1000,8
786,1992,3,Purdue,1000,41,,California,17,14
787,1992,3,Stanford,21,21,,Oregon,1000,7
788,1992,3,Syracuse,9,31,,Texas,1000,21
789,1992,3,Tennessee,20,34,@,Georgia,14,31
790,1992,3,Texas A&M,7,19,,Tulsa,1000,9
791,1992,3,UCLA,16,37,,Cal State Fullerton,1000,14
792,1992,3,Virginia,23,53,@,Navy,1000,0
793,1992,3,Washington,2,27,,Wisconsin,1000,10
794,1992,4,Alabama,9,38,@,Arkansas,1000,11
795,1992,4,Colorado,11,21,@,Minnesota,1000,20
796,1992,4,Florida State,3,34,@,North Carolina State,16,13
797,1992,4,Georgia,19,56,,Cal State Fullerton,1000,0
798,1992,4,Miami (FL),1,38,,Florida A&M,1000,0
799,1992,4,Michigan,6,35,,Oklahoma State,1000,3
800,1992,4,Mississippi State,24,20,@,Memphis,1000,16
801,1992,4,Notre Dame,7,52,@,Michigan State,1000,31
802,1992,4,Ohio State,21,35,@,Syracuse,8,12
803,1992,4,Penn State,10,52,,Eastern Michigan,1000,7
804,1992,4,Southern California,1000,20,@,Oklahoma,13,10
805,1992,4,Stanford,18,35,,Northwestern,1000,24
806,1992,4,Tennessee,14,31,,Florida,4,14
807,1992,4,Texas A&M,5,26,@,Missouri,1000,13
808,1992,4,UCLA,15,17,@,Brigham Young,1000,10
809,1992,4,Vanderbilt,1000,31,,Mississippi,25,9
810,1992,4,Virginia,20,55,,Georgia Tech,22,24
811,1992,4,Washington,2,29,,Nebraska,12,14
812,1992,5,California,1000,27,@,Kansas,24,23
813,1992,5,Alabama,7,13,,Louisiana Tech,1000,0
814,1992,5,Boston College,25,14,,Michigan State,1000,0
815,1992,5,Colorado,10,28,,Iowa,1000,12
816,1992,5,Florida State,3,35,,Wake Forest,1000,7
817,1992,5,Georgia,18,37,,Mississippi,1000,11
818,1992,5,Georgia Tech,1000,20,,Clemson,16,16
819,1992,5,Miami (FL),1,8,,Arizona,1000,7
820,1992,5,Michigan,4,61,,Houston,1000,7
821,1992,5,Nebraska,15,45,,Arizona State,1000,24
822,1992,5,North Carolina State,23,27,@,North Carolina,1000,20
823,1992,5,Notre Dame,6,48,,Purdue,1000,0
824,1992,5,Penn State,9,49,,Maryland,1000,13
825,1992,5,Stanford,19,37,,San Jose State,1000,13
826,1992,5,Tennessee,8,40,,Cincinnati,1000,0
827,1992,5,UCLA,11,35,,San Diego State,21,7
828,1992,5,Virginia,14,55,@,Duke,1000,28
829,1992,6,Mississippi State,24,30,,Florida,13,6
830,1992,6,Alabama,9,48,,South Carolina,1000,7
831,1992,6,Arizona,1000,23,,UCLA,11,3
833,1992,6,Clemson,25,54,,Chattanooga,1000,3
834,1992,6,Georgia,16,27,@,Arkansas,1000,3
835,1992,6,Georgia Tech,23,16,,North Carolina State,21,13
836,1992,6,Miami (FL),2,19,,Florida State,3,16
837,1992,6,Michigan,4,52,,Iowa,1000,28
838,1992,6,Oklahoma,19,17,,Iowa State,1000,3
839,1992,6,Penn State,8,38,@,Rutgers,1000,24
840,1992,6,Stanford,18,33,@,Notre Dame,6,16
841,1992,6,Syracuse,17,15,@,Louisville,1000,9
842,1992,6,Tennessee,7,20,@,Louisiana State,1000,0
843,1992,6,Texas A&M,5,19,,Texas Tech,1000,17
844,1992,6,Virginia,14,31,@,Wake Forest,1000,17
845,1992,6,Washington,1,17,,Southern California,20,10
846,1992,6,Wisconsin,1000,20,,Ohio State,12,16
847,1992,7,Colorado,9,6,@,Missouri,1000,0
848,1992,7,Alabama,6,37,@,Tulane,1000,0
849,1992,7,Arkansas,1000,25,@,Tennessee,4,24
850,1992,7,Clemson,25,29,@,Virginia,10,28
851,1992,7,Florida,23,28,,Louisiana State,1000,21
852,1992,7,Florida State,8,36,,North Carolina,1000,13
853,1992,7,Georgia,12,34,,Georgia Southern,1000,7
854,1992,7,Georgia Tech,17,28,@,Maryland,1000,26
855,1992,7,Illinois,1000,18,@,Ohio State,21,16
856,1992,7,Miami (FL),2,17,@,Penn State,7,14
857,1992,7,Michigan,3,35,,Michigan State,1000,10
858,1992,7,Mississippi State,18,14,,Auburn,1000,7
859,1992,7,Nebraska,14,55,,Oklahoma State,1000,0
860,1992,7,North Carolina State,25,48,,Texas Tech,1000,13
861,1992,7,Notre Dame,13,52,@,Pittsburgh,1000,21
862,1992,7,Southern California,20,32,,Oregon,1000,10
863,1992,7,Stanford,11,19,@,UCLA,19,7
864,1992,7,Syracuse,15,50,,Rutgers,1000,28
865,1992,7,Texas,1000,34,,Oklahoma,16,24
866,1992,7,Washington,1,35,,California,24,16
867,1992,8,Alabama,4,17,@,Tennessee,13,10
868,1992,8,Arizona,1000,21,@,Stanford,8,6
869,1992,8,Boston College,20,35,@,Penn State,9,32
870,1992,8,Clemson,19,21,,Duke,1000,6
871,1992,8,Florida,23,24,,Auburn,1000,9
872,1992,8,Florida State,6,29,@,Georgia Tech,16,24
873,1992,8,Georgia,10,30,,Vanderbilt,1000,20
874,1992,8,Kansas,25,50,@,Iowa State,1000,47
875,1992,8,Miami (FL),2,45,,Texas Christian,1000,10
876,1992,8,Michigan,3,31,@,Indiana,1000,3
877,1992,8,North Carolina,1000,27,,Virginia,17,7
880,1992,8,South Carolina,1000,21,,Mississippi State,15,6
881,1992,8,Southern California,18,27,,California,1000,24
882,1992,8,Syracuse,14,20,@,West Virginia,24,17
883,1992,8,Texas A&M,5,35,,Rice,1000,9
884,1992,8,Washington,1,24,@,Oregon,1000,3
885,1992,8,Washington State,22,30,,UCLA,1000,17
886,1992,9,Alabama,4,31,,Mississippi,1000,10
887,1992,9,Arizona,21,24,@,California,1000,17
888,1992,9,Boston College,11,17,@,Tulane,1000,13
889,1992,9,Colorado,9,54,,Kansas State,1000,7
890,1992,9,Florida,20,31,,Louisville,1000,17
891,1992,9,Georgia,7,40,@,Kentucky,1000,7
892,1992,9,Kansas,22,27,,Oklahoma,1000,10
893,1992,9,Miami (FL),1,43,@,Virginia Tech,1000,23
894,1992,9,Michigan,3,63,,Minnesota,1000,13
895,1992,9,Mississippi State,25,56,,Arkansas State,1000,6
896,1992,9,Nebraska,8,34,@,Missouri,1000,24
897,1992,9,North Carolina,1000,26,,Georgia Tech,19,14
898,1992,9,North Carolina State,23,20,,Clemson,18,6
899,1992,9,Notre Dame,10,42,,Brigham Young,1000,16
900,1992,9,Penn State,14,40,@,West Virginia,1000,26
901,1992,9,Southern California,15,31,,Washington State,13,21
902,1992,9,Stanford,16,27,@,Oregon State,1000,21
903,1992,9,Syracuse,12,38,@,Temple,1000,7
904,1992,9,Texas A&M,5,19,,Baylor,1000,13
905,1992,9,Virginia,24,33,,William & Mary,1000,7
906,1992,9,Washington,1,31,,Pacific,1000,7
907,1992,10,Arizona,17,30,,New Mexico State,1000,0
908,1992,10,Boston College,11,45,,Temple,1000,6
909,1992,10,Brigham Young,1000,30,,Penn State,14,17
910,1992,10,Florida,20,26,,Georgia,7,24
911,1992,10,Florida State,6,13,@,Virginia,23,3
912,1992,10,Kansas,18,26,,Oklahoma State,1000,18
913,1992,10,Miami (FL),1,35,,West Virginia,1000,23
914,1992,10,Michigan,3,24,@,Purdue,1000,17
915,1992,10,Mississippi State,24,37,@,Kentucky,1000,36
917,1992,10,North Carolina,22,31,@,Maryland,1000,24
918,1992,10,Notre Dame,10,38,,Navy,1000,7
919,1992,10,Oregon,1000,34,@,Washington State,19,17
920,1992,10,South Carolina,1000,24,,Tennessee,16,23
921,1992,10,Southern California,13,23,@,Arizona State,1000,13
922,1992,10,Syracuse,12,41,,Pittsburgh,1000,10
923,1992,10,Texas,25,44,@,Texas Tech,1000,33
924,1992,10,Texas A&M,5,41,@,Southern Methodist,1000,7
925,1992,10,Washington,2,41,,Stanford,15,7
926,1992,11,Alabama,3,31,@,Louisiana State,1000,11
927,1992,11,Arizona,12,16,,Washington,1,3
928,1992,11,Clemson,1000,40,,North Carolina,18,7
929,1992,11,Colorado,16,28,,Oklahoma State,1000,0
930,1992,11,Florida,14,24,,Southern Mississippi,1000,20
931,1992,11,Florida State,6,69,,Maryland,1000,21
932,1992,11,Michigan,4,40,@,Northwestern,1000,7
933,1992,11,Mississippi State,19,10,,Arkansas,1000,3
934,1992,11,Nebraska,7,49,,Kansas,13,7
935,1992,11,North Carolina State,17,31,@,Virginia,1000,7
936,1992,11,Notre Dame,8,54,,Boston College,9,7
937,1992,11,Ohio State,22,17,,Minnesota,1000,0
938,1992,11,Stanford,21,23,,Southern California,11,9
939,1992,11,Syracuse,10,28,,Virginia Tech,1000,9
940,1992,11,Texas A&M,5,40,,Louisville,1000,18
941,1992,11,Texas Christian,1000,23,,Texas,20,14
942,1992,11,Washington State,25,20,,Arizona State,1000,18
943,1992,12,Texas A&M,4,38,@,Houston,1000,30
944,1992,12,Alabama,2,30,@,Mississippi State,16,21
945,1992,12,Colorado,13,25,@,Kansas,20,18
946,1992,12,Florida,11,14,,South Carolina,1000,9
947,1992,12,Florida State,5,70,,Tulane,1000,7
948,1992,12,Georgia,12,14,@,Auburn,1000,10
950,1992,12,Iowa State,1000,19,,Nebraska,7,10
951,1992,12,Miami (FL),1,48,,Temple,1000,0
952,1992,12,North Carolina State,14,45,,Duke,1000,27
953,1992,12,Notre Dame,8,17,,Penn State,22,16
954,1992,12,Ohio State,19,27,@,Indiana,1000,10
955,1992,12,San Diego State,1000,52,,Hawaii,24,28
956,1992,12,Southern California,18,14,,Arizona,9,7
957,1992,12,Stanford,15,40,,Washington State,21,3
958,1992,12,Syracuse,10,27,@,Boston College,17,10
959,1992,12,Tennessee,23,26,@,Memphis,1000,21
960,1992,12,Washington,6,45,,Oregon State,1000,16
961,1992,13,Arizona State,1000,7,@,Arizona,16,6
962,1992,13,Boston College,19,41,@,Army,1000,24
963,1992,13,Colorado,11,31,,Iowa State,1000,10
964,1992,13,Florida,9,41,@,Vanderbilt,1000,21
965,1992,13,Miami (FL),1,16,@,Syracuse,8,10
967,1992,13,Missouri,1000,22,,Kansas,22,17
968,1992,13,North Carolina,21,31,@,Duke,1000,28
969,1992,13,North Carolina State,13,42,,Wake Forest,25,14
970,1992,13,Penn State,23,57,,Pittsburgh,1000,13
971,1992,13,Stanford,14,41,@,California,1000,21
972,1992,13,Tennessee,20,34,,Kentucky,1000,13
973,1992,13,Texas A&M,4,37,,Texas Christian,1000,10
974,1992,13,UCLA,1000,38,,Southern California,15,37
